text,target
I'm not ready for school yet ,0
"Using Opera as main browser again, 10 alpha works great ",1
@dwsmillionthhug I made it in time. Just giving you a hard time ,1
"@rowandaze Aw hon,   Have some extra pixie dust from me.",0
"@christhebarker I've done dailies, weeklies and monthlies. Wouldn't mind an annual next ",1
"@LadyErlynne well, if Sharmila went to Hogwarts she'd have a House anyways. ",1
@brandiei thanks! Finally something that I can smile about ,1
"@DaveLindquist casting director called me today, she's wicked excited &amp; is presenting us to the producers. I'll let you know when I know ",1
@youtube  check it out  my page subcribe updating soon http://www.youtube.com/user/KoolKidzBlock,1
@beastoftraal so the bata line will change from &quot;the world at your feet&quot; to &quot;the world in your face&quot; ,1
"Great meeting about how to integrate existing social networks into a stand-alone game world,and viceversa.You'll see cool stuff from us ",1
@Laura6476 no im not     we are gunna go this hols though.   i really want to see him ,0
@damygeebo Carli's my friend ,1
@denhha yes maam and still going strong ,1
@melanieleonard I don't want to be at work  LOL xx,0
is having a ham roast on saturday night after lots of travel!!  yay for easter and being the only child for the weekend ,1
Oh i received an answer for a ticket that is 6!!!!!! month old. This is really really  fast  #cob #ticket,0
@rustyrockets I'll have that.  XXXXXXX,1
@darenBBC check out my podcast there is a great Britney Spears vs Arctic Monkeys mashup on it  www.nutronic.net,1
"suck , when you know you haven't done anything wrong , but it feels like you have ",0
trying to work out exctly how Twitter works...shouldn't take too long lol ,1
im on val's mac in iitsc clubroom. still sweating ,0
I don't feel so hot.... ,0
"Perfectly ripe and fresh banana goes in the bag.. Arrive at office, it looks like it has been hit by a freight train. Poor banana ",0
was offered Ã¯Â¿Â½30 for my old car  Am going to keep trying see if I can get a bit more.. she has cupcakes on for goodness sake!,0
urgh - look outside - it's winter wonderland all over again ,0
@QandQ I don't think I'd make a very good optemist ,1
"Off to work   ahhhh, such is life for the poor &amp; unknown... was thinking earlier how much loot that Miley Cyrus has at age 15 ...",0
is not feeling to good 2day ,0
"@Tammi_LA Not for work...just for personal fulfillment!  I'll call/msg you tomorrow, maybe we can work something out!?",1
Wow! Over 100 followers! Thanks for following everyone ,1
Can't get past 43 in flight control  http://twitpic.com/2y7f2,0
eating mummys sheppards pie ,1
I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy,0
Dammit... I need to stop buying furniture ,0
" loads of people are going to t4 on the beach, is there anyone who ISNT going?!",0
TODAY is THE day  CanÃ¯Â¿Â½t wait to see you Jacqui   CanÃ¯Â¿Â½t stop singing lady gagaÃ¯Â¿Â½s poker face. itÃ¯Â¿Â½s addictive xD. Last day of school today!,1
@flyyoufools Not a problem at all ... ,1
Just getting ready for work oh joy is me! Roll on holiday ,1
Lying in bed with a banging headache ,0
wanting some sunshine so we can lay in the pool ,0
"OK..only 2 more hours left...and nobody died or got shot tonight! phewww!!! good night's work, will rest easy on days off  yayyy",1
"@kaymurphy love him, he never answers me back though  mind u all i say is hi",0
@Lesley_M If only you werent on the other side of the Ocean Hmmm I am looking for a job!  x,1
"I just joined my first ever Battle over at BOTB, vote for me okay guys? ",1
crappy day so far.  whyyyyy?,0
Gooooooood morning! ,1
10 things i hate about you  then bed,1
"@stinson Was the 1st time I used the lightbox, so a bit rough, but wanted to do it before she got too big! ",1
@cookrn woohoo!  yeah that day i was rockin it hard core  ,1
is wondering if she smells? Why else would her two best friends in the world leave her ,0
shot 900 photos today in Kyoto. A few had a black dot on them from dust on the sensor  Fixed now. Sorting them all will be a nightmare.,0
@Heidi_Volturi see there you go again laughing at me!! it's time I go now you be good and hey get some sleep!! ,1
There is 1 less squirrel in the world now... ,0
@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too,0
"Damn, I just broke that wooden writing pad. which I usually uses when sketching.. and writing while on bed.. or relaxing on chair. ",0
"@KrisBuytaert You seem to have outgrown diapers/nappys, so please keep that crappy content to yourself ",1
"@oedesigner great link, it can certainly help a lot that's for sure! just got to know what to do and what not to do ",1
Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. ,0
"@ylizabeth because you died, and i never see you. ",0
citations are fun  #maynotbetrue,1
"is feeling coldy, yucky and gross...i need nursing and cuddles ",0
@ashnazg where the heck are ya? ,1
"creating a health check report, all these red dots, this can't be good ",1
@InnaLA_RE It is very simple.. Use firefox or IE n just copy the updates n paste it.. ,1
just posted a blog on being single... go check it out yo  ,1
@alchops - and its gonna get worse. days are getting shorter and shorter.. ,0
@HoptonHouseBnB I'm thinking of getting my old FM tuner from the garage as I'm having problems when my PC just stops playing audio ,0
@raytoro what colours your bed room -0 i  am rlly interested n my friends and i are haveing bets so what could u tell me please  thanx xx,1
@mrskutcher ur awesome ,1
@edpryorbeatz F'n self-fulfilling prophecies!! ,0
everything in facebook is down ,0
"10 blisters from last night's gig, 4 of which have turned/are turning into ulcers of sorts. Still, same gig tonight, again. ",1
@pgrossi A female friend of his placed judgement on me just as you did  She created a problems for him w his friends-he wrote the sweetest,1
Yay tomorrow i get to do today all over again! ,1
@millerwentworth Hola are you better today? good day! ,1
has just said goodbye to her hubby who is off globe trotting away ,0
is stucked in Paris and can't even travel into France (for work) ,0
has to take her kids to the bus stop then get ready for work! ,0
Good Morning! Determined 2 make it sweeter than b4... ,1
ha ha ha   damn i had  such  good  time chillin wit  my  favorite hizzo  danced my face off @ the lodge never made it to backbooth  ..,0
@suburbanhipster haha michelle  u work too hard! haha,1
@mileycyrus: oh...my gosh I can't stop singing &quot;The Climb &quot; it's  such a lovely songxx   from laus in england.,1
"@soillodge yes, it will be. it's only Monday ",0
Piccy coming soon  -off to watch 90210. God i wanna move to america soo baadd ,0
@tsarnick someone took off MSN on this computer GRRRRRRR I am going to kill!   Hey dad!  luv you,1
first: UNC DOMINATED!!!!!!!!!!!!!!. second: the hills is back (hallelujah). third: econ paper? gaussian copula is def. NOT that deal ,0
@kylefox No problem. Let me know if you know of anyone who's looking to get into photography and may be interested. ,1
"@suitelifeofkell yeah, well, we'll still talk about it, he just wont have any idea  plus i havent even talked ta him bout it yet",1
@ladylonline I've been good; and girl I haven't been in the blog scene for almost 3 weeks  Sooo yeah lol buuuut I will check it out soon!,0
Oops. This stop was not calculated. Still in Tennesse ,0
@colinsteers http://twitpic.com/2vzw6 - Look who's half naked... again ,1
"@KavisMusings [Two mules cant make a race horse] Interesting. But, I've read that mules are smarter than horses &amp; do more work ",1
@larryczerwonka Exactly!! ,1
"Starting a new day, a rainy day but inside me the sun allways shines! ",1
"love me, hate me, say what you want about me. but all the boys and all the girls are begging to if you seek amy ",1
finally awake  but in a bad mood..I hate unfaithful friends!,1
I'm off too bed. I gotta wake up hella early tomorrow morning. ,0
@dtoews you'll have to wait a few more months... the backyard is still snowy. ,0
@Riles_puppy &amp; @PuppyJamaica Morning Pups! Thanks for the follow. Look fwd to barking at you soon!!  This Twitter is going to the dogs!,1
@redalexred i should hope not ,1
@tcouto Cool stuff! ,1
ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again ,0
"@DaviddjFrancis Yeaah well done Hannah and its nice to have Wyvern FM local all day again, how local radio show be during the day ",1
@pgreenbe I agree. But I hope u'll pardon my technology colored glasses while I learn the ropes of mgmt &amp; strategy.  It was top of mind,0
I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. ,0
I put my blackberry on 2g and its working perfectly ,1
@lilyroseallen that's hotel tv's for ya ,1
@gbazz I used to love watching that  I even ate Nutri-Grain for a while but nothing happened ,1
bedtimee. not that i'm doing anything tomorrow. stopit music ,0
Oh my. My new logo has been featured at http://www.logofi.com ,1
@Ps8612 I missed the end of I love money ,0
"Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while ",0
@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon ,1
@smeykunz We can all have a fun ladies night! Anyone can join! ,1
@allenjesson Ok I'm convinced you are a twitter expert...I was going with a rockin robin fanatic theory...but this one works too  Thanks!,1
@ThisismyiQ layin down...i dont feel well ,0
oh em gee. this is love http://tinyurl.com/djjc46 want want want! lusting after things i cannot afford. ,0
"200+ denyhosts emails in the mailbox this morning, perhaps I should put up a message saying the root user has ! in /etc/shadow ? ",1
"*sigh* another day, another pile of exciting research to trawl through... More of this tomorrow too ",0
@weblivz What a boot. I would have demanded one stinking scone from her mighty haul ,0
My Buds from Oregon are going back home today!! ,0
php playing up yet again  ...  $showform come on work u little .****,0
my flow so tight ,1
Journalist throws shoe at Chidambaram  http://ibnlive.in.com/news/journalist-throws-shoe-at-chidambaram/89666-3.html,0
@anasalido Hey you! I miss you a lot.. I want a catch up on your life sometime  and thanks lol,1
omg... &quot;The Reader&quot; is making me ,0
Violence: bloodbath in Landgericht Landshut... 	 Germany is no longer safe  ,0
@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. ,0
@mileycyrus how come you never reply to me? ,0
"@kevatkinson My bro and sis but very young, mums working today so thought i would help out... I don't have any sun ",0
"@juliekoh It's an internet term, but it's spilled over into common use, in real life ",1
@tonirebekah hahah im great toniiiii ,1
@anistorm ,0
@reesh heyyyyyy want to hook it up!! lol ,1
@ rustyrockets what special treat is in store for all us hammersmith people who found out wen we got to the hammersmith on 13/02?! ,1
@invokedprojects @kennymeyers There was a post about it. Playcode was Victor who had been previously banned ,0
"Worst dream ever, and not my usual nightmare either. The worst part is its probably gonna come true ",0
Lunch with black girl aiden Lukas. Check out taylorians.com ,1
I don't like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before ,0
@LadyErlynne posted on MTP. ,1
@Schofe morning Philip  what a pain!!   ahem!!,1
"@Shaido they probably want to know what site he downloaded it from, so they can get their own copy ",1
@DanaEatsYou   hahaha im sorry  i didnt mean to. and you're supposed to film the day of silly! thats cheating doing it the day before!,0
@netik no doubt   I love the seemingly random stats.  I'm going to have to incorporate that &quot;26%&quot; into a presentation somewhere.,1
"@saulashby I really like the photo. Nice interview, too ",1
seriously needs to finish these job applications ,0
"@rtolido I see they used English to reply, rather than Esperanto. I rest my case! ",1
"@jemcam yes ,'Lost' from anouk this one I like a lot ;-) u know it ? Look YouTube ",1
I'm new and lost ,1
"augh, eff sarth  i stole some of MIL's nail polish, its pretty! =o",0
no MaltEaster Choccy Bunny today though ,0
@haykuro How did you fix the headset/camera problem? Was it just libaudio.so and libcamera.so (and dependencies)? Just being curious ,1
i feel lonely today.... ,0
ready for Swedenn!  plusssssss+ Miley Cyrus's new soundtrack rocked my socks off...AND NOW MY TOES ARE COLD! thanks a lot! =P,1
@TweetDeck Can you not become a seperate program rather than use AIR? AIR is awful and this RAM leakage is bloody annoying! ,0
Hanging out with Fisher and Big Snuggles. ,1
"@lolpeggy not a problem, emjoy  play around with the different links to find the best quality one",1
"@suplada I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. ",1
"@riancurtis  i'm here, friend, and i love you.",0
@Midgley so wot r u workin on @ th mo - wot can we c u in nxt? i luved u in cutting it - katie x ,1
"The weather is getting cooler, goodbye summer ",0
"@Kal_Penn Maaan, I'm going to miss Kutner. He was my favorite on the show. Keep being awesome, Kal! ",1
gonna meet my previous officemates for our usual fishball/isaw foodtrip ,1
@NathanaelB awww no fair! i is a big girl but not a big boy!  you will be sorry when i bite u on bum! then u see who is big playa,0
Jammed my finger and it hurts really badly. ,0
@zackdft but i like reading the bullshit! ,0
@moony394 *huggggs* i'm glad you're here to help me through this  he was my favourite character. the white house sucks for stealing him ,0
"Well, so much for being productive on my 2 days off from Angels ",0
@ihatecrayons aww that sucks! Glad that put you in a better mood! ,1
@Adam_Brody where can one get a marshmallow gun?? I don't think you can get them in Ireland!!!  ,0
"Nice, my contract was extended for another month ",1
@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex ,0
working at home ,0
Now i want Amanita  ...someone made me feel unliving.,0
@LittleYellowJen what do don't think ily?? nawwww ,0
"wants to use the 8-directional dance pad, pero di compatible sa TV yung game.  http://plurk.com/p/n0hyu",0
Woke up with a migraine  today can't even put contacts in its so bad. Wish I could call into work but can't hope the babies are not fussy ,0
BACK FRM STUDIO!!! HAD SO MUCH FUNNN  WOO HOO,1
im just a little bit bored down here in warrnambool  only so many animal docos you can handle,0
@mileycyrus have a good day! ,1
@lauraEchilds ohhhh  but I will be ever so sad and you know you need to talk to me atleast once aday!,0
"@Jennifalconer you too, good luck with the photoshoot, sure youll be fine! ",1
nobody ever speaks to me now ,0
"@JonathanRKnight @silver_tulip27 Um, that would be a hell no to the fugly poker dog pants on the cruise!  Hi Jonathan, sorry I missed you ",0
@featherinair call me back. ,0
everyone should follow me         AND feed me mexican everyday!,1
"@Zewdy nothings new sweets, just exams. ugh.but in the next month, new hairdo and Beyonce's concert  eek im so excited. anchis my dear? ",1
"mm, twitter appears to have eaten some of my posts. naughty twitter ",0
has got an upset stomach ,0
God damn shaun is depressing ,1
"Happy Birthday to Whuan Chienn, 20 yrs old alr... ",1
woop re-birth TODAY! woop woop then doctors. then SLEEP!!!!!!!! todaya will be goood ,1
Had too much fun last night- paying for it now... going to go and fry an egg ,0
Also getting alpaca and ima walk it ,1
Well that was a waste of time ,0
"@cottoncandizzle Ur SO right.. I wish I was in NYC, too.. Or Los Angeles.. Las Vegas.. Awww &lt;/3 ",0
@jenniferg07 it is all in good fun we know you don't want to kiss a girl. ,1
"I don't want to be cold in April, but I am ",0
how do I reply to a message in twitter ? Kaushal - We will take your question offline ,1
"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm",0
"cant eat, drink or breath thanks to the bad throat infection ",0
"@jia_zhen it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it ",1
"just found out I got ripped off by a fraudster bookseller in the US..signed 1st ed John Irving novel, my arse ",0
you shouldn't have gone ,0
"@Lady_Twitster Good so far thanks, hope yours will treat you well too ",1
"I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah ",0
busy day...update tonight ,1
"Sorry, SF. Rescheduling my SF trip for this coming weekend to mid May. Bad circumstances ",0
My 6 canvases ... #30da (30 day artist experience) watch this hash tag all this month  http://twitpic.com/2y5rd,1
@margoble I MISS YOU! ,0
Well everyone. after a super adventurous 2 days Luke has gone home  Let us all morn the loss of a hero. Im off to continue playing Sims 2.,0
Is waitin for th break down service as somethin fallen of my car. I've got my hot water bottle with me. Feel such a twat ,0
really need to do something. watched one to many hannah montanna's ,0
@zergmoney http://lab.andre-michelle.com/tonematrix  &lt;&lt;&lt; this'll cheer you up ,1
@RobKardashian You should take a breather ,1
YAY Everything is back ,1
can't sleep.  And wondering why my following keeps going down?    Guess I gotta try and be more interesting!  Haha.,0
@janyxu Sounds good. I'll put it on my long list of things to watch! ,1
Why does it take so long to go through one lecture which only took 52 mins to give?! and it's sunny outside. Someone is mocking me ,0
"@Mirror_Kiss no, i don't have money, i'm very upset too ",0
@charlietm I know right. I dunno what is going on with twitter. ,0
need cuddling now ,0
@Landailyn Thank you and good morning  I'm lying in the sofa now taking it easy today!,1
@wgrzmarissa / Great. That'll make for a long adventurous commute! ,0
@geirwaaler It's not hard to get started but it takes years to get the black belt  Let me know if you need some hints ,1
@jimmycarr that big oaf can play piano? ,1
"@HuntersMama1985 LOL, I was thinking the same thing ",1
@yoavsegal Morning ,1
sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off ,0
bleh...didn't wake up on time to leave work early for the chiropractor ,0
Daylight saving is over  it I'd now dark at 7! Not fair! I don't like it ,0
I don't like this 9-5 malarky - I should be out seeing my friends who I haven't seen in months  stupid work ,0
I just let my EverQuest 2 subscription lapse. Just don't play it anymore. Don't have the time ,0
@DHughesy Unfortunately I wouldn't pass the colouring in section to get on the show ,0
listening to music... ,1
herbal essence  smells so good,1
"i just did the sweetest ol boy, he was 88 and telling me about when he was in the war ",0
@iamnipper last week  they've got the bike minus a saddle,0
checking out twitter to see what i have heard is true ,1
Went to the doctor's today and my blood sugar level was 178. ,0
Twitter was down when I went to bed last night.   But now it back and so am I!,0
watching cartoons ,1
@hayleykitkat Best place to be! Much better than a silly office  Although it is sunny out so a beer garden would be great right about now!,0
Going to bed  goodnightttttt!,1
Duncan Riley: News Ltd team: you quoted me: all is forgiven (just promise not to threaten to sue again  )... http://ff.im/1Y1GP,1
Goodnight ,1
@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday ,0
My baby girl is under the weather - First time - feeling bad for her ,0
Ugh. I have to wait a whole day to see my baby.  and i work 5 to close today. Come visit me,0
"@Glinner awwh I feel dirty now, having followed an amateur armando  damn fakes!",0
snowing again ,0
@chrishasboobs sugar cookies sound sooo good right now. mmm. and reeses. ,1
just a little more sleep please ,0
finally home! ,1
"Ugh, school  i hate coming early and just sitting at my locker.",0
"I HATEHATEHATE Eoghan's mcfly cover, buuut I like his jb one  better wash my hair...",1
@Horrors_Wench Me toooooo! I feel like I've been on the verge of an anxiety attack all day.  ,0
morning everyone!! still feeling poorly!   hope u all have a good day! x,0
#php gives me a segfault with a preg_split ,0
"is eating frozen grapes, in an effort to fill in his desire of sorbet and BTW they taste amazing. @pogosaito got another bushel o bananas ",1
It rains heeaaavily outside and i trap in this building cant go home ,0
"Today I have to get a washing machine. Even less room in my kitchen to put my stuff. Well, but I need clean clothes ",1
what a great day  8 readings straight and still going ! love the room at Chakra in Acland St it has the best energy !,1
: @nikicheong just reminded me that #KrispyKreme http://www.krispykreme.com.my/ has landed in Msia and has an ugly website ,0
@pinksealight haha 2 am  lol omg IM FREEZING TOO!! haha,1
I totally just lied about going on a trip to get out of hanging out with someone. 'Airport' was the only excuse that came to mind. ,0
hope tomorrow is a nice day ,1
@thejrod @idolan a problem compounded by the fact there's no coffee in IT  - sounds like monday 2.0,0
"@Skiddybabyyy baha. leave it to them to start a fight ,, grr, oh well atleast it makes for amazing entertainment ",1
"Is absolutely sick of riding the bus, sick of school and sick of living so far from the church. what an attitude!!! ",0
@pianoboex Good for you ,1
@mrjoe sorry to hear about the bike ,0
Very tired this morning - no idea why! Great start to the day ,0
@jharb_weave boo I'm sorry  Stupid eyes...why are they so important anyway?,0
"@TerryFree Yes unfortunately, but did have a day off yesterday and got another on Friday so its a 3 day week ",1
"collages are fun  but i freaking miss 'free' art supplies from art class. actually, i miss art class in general.",1
might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not ,0
@creatingorder Well that's always a bonus isn't it ,1
finished ma pasta  gotta get on and do my homework now..grrr,0
"Right people, Im back. 12hrs of mind numbing IT work ahead... y'all better bring it! ",1
Evicted ,0
Is stuck in traffic ,0
"@jetshun4 persons who read my twitter can't catch up for another week.  Can't talk about it here.  But yeah, saaaaad.  ",0
"Welcome back to Serge, Twitter  Portlets are now properly recognized with Pluto 2 and Websphere, more testing needed",1
@lizhenry we haven't heard from her or sha. ,0
"flat out today didnt get everythin done &amp; endured massive headache, fever and nausea. still have to finish my essay &amp; work tomory all day ",0
@daftasabat I needed a lie in lol. I haven't slept for more than 6 hours in a few days now. It's killing me! ,0
@BonjourVous yeah I know  ... sometimes I feel like the world its coming down,0
SOOO TIRED. Should go to sleep earlier....but I can't!   Today's danceable tune: http://www.youtube.com/watch?v=5PK-D4bgo_Y,1
"@GayTwink just for future reference, since i know you plan to message me hourly, its mykl4 with an L not a 1 ",1
"@simX Yeah. I always slow down at the end  Ã¯Â¿Â½Ã¯Â¿Â½also, take that! I win.",0
"@latexfetish Sadly that's not a feed  For Wordpress a feed usually would be bla.com/feed/ or bla.com/?feed=rss2, but those two don't exist",0
"The thought of being on the Green with my green makes me far too happy. Speaking of happy, only 9 days left ",1
I'm in one of those days when I really just want to work from home.  Crap. ,0
@jwbrown83 it wasn't  bk down again now,0
@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,0
http://twitpic.com/2y7tc - My bby is so adorable ,1
Getting ready for the floodgates of patients to open. ,0
"Sitting in my car, waiting for my mum to come home. I'm locked out ",0
Ahhh!! The Drafthouse had a surprise world premiere screening of the new Star Trek last night! And I was at Torchys! ,0
@TheoryOfMind @woppygook OMNIAAAA!!! I said no to the crackberrryyy. Time to depart with my flip phone ,0
@mikafonacier I'm seriously so devastated.  Hell yes. HAHAHA. :x,0
"Was a &quot;ranger&quot; for a day, sporting red hair in support of my sports day team, who came 2nd. Heading to the pub for teacher's EOT dinner ",1
"@james_brooks yeah, glad you're infection isnt too bad. hope it stays that way ",1
Fitnessdk with Rebecca! Nu kÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½r vi!! ,1
"@StephWeber I must not have unlocked that one, yet. I'm a slowby. ",0
"@edibow No it wasnt a super hero it was slimer from goast busters, i have it too ",0
@Ch0en huh?? Like what?? I didnt know? ,0
man i shouldn't have put cheese on that crab salad sandwich... ,0
I'm having a harry potter marothon! I'm such a dork! ,1
@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. ,0
is so anxious for thursday! I can't wait to see mike its been 3 and a half months! ,1
Yep!  ...out of curiousity though where did ya get those pics of the ferrari from anyway? http://tinyurl.com/dfldvc,1
In bed. Finally!  Long day tomorrow ,0
@duncn They won't. ,0
Goodnight World  ... ...,1
I would twitpic it but my attackers are in the near vicinity. My view from the inside it's a bit dark  http://twitpic.com/2y72v,1
@mamasvan lol - nope! but i did have complete #camerafail ,0
@Contempted Did the heroics ever go through! If not sorry! ,0
@onlytosee Twitter's been doing that to me tooo. ,0
sleepover with Corey and Korey. ,1
Wet hair in my eyes. ,0
@BW101 awww.... i'm sorry everyone.   you cant have your happy back. I'm enjoying it wayyy too much ;p,1
@iJohn kitteh is sleepin on my crotch which proves she likes me more ,1
it's a beautiful and sunny day.. spring cleaning ,1
@mikeyway Cute ,1
Off to the hospital soon. Kinda sucks I'm not allowed to eat anything  x,0
@AdisaEkua Awww! U have my pic up! That makes me smile. ,1
"@emmaketurah  i'm sorry Emma, is swarley a goldfish? i'm sad for u.",0
Well heading to bed early since I'm heading to the mall in the AM. Good night tweeps! ,1
Re-reading @megcabot's Avalon High for the nnnntttttthh time! ,1
Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work ,0
Believe it or not...I'm on vacation (well deserved) from 9th to 24th of April...God save my boss ,1
"@larsthomsen , Yea, friadays on a tuesday 12-sharp ",1
Tomorrow is my friday!  +it's a late day for me. Thank goodness. ,1
wishes xeco-olympus tembus USMD semua  http://plurk.com/p/n17fw,1
@routhietootie Camilla! I love your eyes! You have the cutest face! and the most gorgeous figure. Really good actor. ,1
is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for ,0
Haha flight of the conchords was so bloody hilarious last night 10/10  chur chur,1
"Wow, I am so going to say this in a sarcastic manner,&quot;Friend, you rock.&quot;. I'm appalled, but kind of expected it. ",0
"@BrandzHD Yes !! My brain is not thinking straight lol, Thank you, Brandz ",1
@veronica78 night V! sweet jon dreams. good luck on the test! love and HUGGERS! ,1
handyman just cancelled on me ,0
"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.",0
@belladonna20 morning you *slurps coffee* ,1
decided on glossy ,1
@serialseb I've got build 7068 x64 and it's running great. That MSDN subscriptions will come in handy ,1
1 day hopefully ,1
having a long conversation with mom on phone ,1
is watching Twilight for the millionth time. ,1
Has a craving to go to the Burswood soon  been too long!! ,1
doing some stuff in the garden ,1
michigan state you make me sad ,0
@elltotheice poor kid  damn all those people who want to cut there grass Ã¯Â¿Â½__Ã¯Â¿Â½ ahaha! 15days&lt;3,0
@Boobookittifukk not there yet. And i beleive so  red carpet sighting i hope.,1
"My internet is being painfully slow, it hurts ",0
"@Juzley Yaaaay, maybe I should've gone ",0
"@bradiewebbstack :O socks and showers? they dont mix, trusst me. they get wet and you cant wear them anymoreee  its miserable",0
There are people we don't like it? They must be very strange people...  re: http://ff.im/1XTfX,1
@RespectTheWest ha! i have a cam in my laptop but doubt my clients would go for it ,1
Wishing I hadnt skipped breakfast this morning...hungry! ,0
@starjamgirl Glad you understood my technical lingo &quot;little many dude&quot; haha ,1
"@Jon_Favreau &quot;never worked on a sequel&quot; Maybe that's what we need to have a sequel live up to the first? Either way, can't wait! ",1
"im up! early for once. suprise suprise. gotta clean my room, and then later today, hopefully; going to the Beach with Sandra. Photoshoot! ",1
"@theDebbyRyan yknow, you look a little like Selena. ",1
"Finally wrapped.  My body has literally broken down this evening.  In bed, return of super fever ",0
"I swear you can not get anything better than a 100 degree shower and then a good cuppa tea, im in a better mood now ",1
@Sexxyindividual well i dunno..i didnt give him an ans yet  u kno who am i talkin bout??,1
i hate being the first one in and the last one out. and it's been this way for a while now. ,0
@temptalia did it work ,1
Twitter is down? ,0
@modelstruck I'm in need of a new profile pic and pics with Talena ,1
anyone else having problems accessing TTB??? I cant get on!!! ,0
So excited about my 30 min yoga session ahead of me  Followed up by berocca and goats yoghurt  ooooooooooommmmmmmmmmmm,1
@heidimontag it was really good... ,1
"@nice_n_tidy Sod the rats, it's the squirrels round our way ",0
"@nichbuick Quite possible I'm afraid, shouldn't happen but can. I had a set replaced under warranty at &lt;2000 miles last year ",0
"Can't belive it.. We're home!! So sleepy 4 hrs today..  in Round Rock, TX http://loopt.us/GEtn1w",0
@zaydia but i cant figure out how to get there / back / pay for a hotel etc ,0
"@dannyking Yeah, I saw it. Really nice &amp; simple UI! Thanks ",1
@clashcityrocker now there was I thinking it was just a more upmarket  T3.   but seriously great to see a new mag launch at time like this,1
"@annabellee dry sweet potato, huh? ",1
@renesebastian jay for outlook! ,1
"@MichAtagana Shame, what's wrong? ",0
has hit the biggest writer's block. ,0
"I'm having some trouble partitioning my external hard drive, i cant get it the way i want it.. ",0
@jjprojects  maybe a broken mbp from eBay? One with a broken screen or something. Good luck.,0
@tipsen5537 i should've clarified...why can't everything just work *for me* ,1
is a single lady ,0
"Quite busy today, attended 2 appointment. Well, tomorrow going to be another busy day ",0
@nicolerichie only one of the best sappy love stories ever ,1
"im lonely  keep me company! 22 female, new york",0
wishes she was talking to Joey right now... hes the only one that seems to be able to cheer her up lately ,0
Feel yucky sick this morning ,0
@trendbuero Hey that was fast! Kudos ;-) The tinyURL you use is unfortunately broken ,0
Is upset that she couldn't find &quot;Church of the Flying Spaghetti Monster&quot; on Twitter to follow ,0
"Last night I watched the most depressing episode of House ever!  But anywho, I'm sooo tired of speaking French 24/7. Ick...",0
"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. ",0
im so tired this morning and there was only cold shower water!not happy ,0
i'm going to open my birthday cards ,1
@dailycomplainer    I'm sorry... if I didn't have to pay 450 for rent I would be going lameeeeee,0
I want to get back in bed ,0
@dastevens - Yikes! Stay in bed and forget the weather. Hope you get to feeling better.  Poor you!,0
Heroes is soooo boring. Ugh and I just found out there are 3 more episodes this season. ,0
"Great, it just started to rain ",0
@mynameisgerard haha! i'm not saying u should try it.. but maybe u should ,1
why is it so cold in the morning in april in houston ,0
looooooong day ahead! another sunny day ,1
Its a grey day in London come back sun all is forgiven ,0
"checking out diigo for #openaustralia #publicwhip for UK &gt; Aus parliamentary info translation, unless you'd like to bring some Lords over ",1
"Nylon..please don't go. We need INDIE mag neighbors! And opening a record label..hmm, guess that's cool. Love my dresses though ",1
Woke up this morning don't believe what I saw...A hundred million bottles washed up on the shore!!! ,1
Finished reading 1st book of the Hollows series by Kim Harrison 'Dead Witch walking' LOVED IT!  Started book 2 already  ,1
hello everybody ,1
"@MyfWarhurst &quot;Head On&quot; by Pixies, because the video is awesome and underplayed ",1
(Disclaimer: I'm a former employee of the AP) ,1
